OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Organization
6191,04/12/2001,0.0700,-89.79,Pacific Ocean,Galápagos,Galápagos,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6192,05/12/2001,-0.5100,-90.08,Pacific Ocean,Galápagos,Galápagos,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6193,08/12/2001,-0.8700,-90.26,Pacific Ocean,Galápagos,Galápagos,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6194,09/12/2001,"-1,21",-90.43,Pacific Ocean,Galápagos,Galápagos,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6195,09/12/2001,"-1,07",-90.84,Pacific Ocean,Galápagos,Galápagos,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6196,10/12/2001,"-1,13",-91.96,Pacific Ocean,Galápagos,Galápagos,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8982,24/11/2014,-0.7485,-90.3131,Pacific Ocean,Galápagos,Galápagos,0.001,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
9371,06/02/2015,0.2891,-90.5589,Pacific Ocean,Galápagos,Galápagos,0.003,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
9373,07/02/2015,0.3140,-89.9471,Pacific Ocean,Galápagos,Galápagos,0.002,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
9806,25/04/2016,-0.5700,-90.57,Pacific Ocean,Galápagos,Galápagos,0.003,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
9828,30/06/2016,-0.8980,-89.6147,Pacific Ocean,Galápagos,Galápagos,0.001,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
12184,11/10/2017,"-1,50",-89.0,Pacific Ocean,Galápagos,Galápagos,0.78,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12185,11/10/2017,"-1,00",-89.0,Pacific Ocean,Galápagos,Galápagos,0.42,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12186,12/10/2017,-0.9000,-90.25,Pacific Ocean,Galápagos,Galápagos,0.19,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12187,15/10/2017,-0.7100,-90.65,Pacific Ocean,Galápagos,Galápagos,0.47,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12188,16/10/2017,"-1,30",-91.0,Pacific Ocean,Galápagos,Galápagos,0.42,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12190,18/10/2017,"-1,50",-92.0,Pacific Ocean,Galápagos,Galápagos,0.42,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12191,18/10/2017,"-1,00",-92.0,Pacific Ocean,Galápagos,Galápagos,0.54,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12192,19/10/2017,-0.5000,-92.0,Pacific Ocean,Galápagos,Galápagos,0.49,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12193,19/10/2017,0.0000,-92.0,Pacific Ocean,Galápagos,Galápagos,0.22,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12194,19/10/2017,0.5000,-92.0,Pacific Ocean,Galápagos,Galápagos,0.38,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12200,25/10/2017,0.5000,-89.0,Pacific Ocean,Galápagos,Galápagos,0.62,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12201,25/10/2017,0.0000,-89.0,Pacific Ocean,Galápagos,Galápagos,0.47,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
12202,26/10/2017,-0.5000,-89.0,Pacific Ocean,Galápagos,Galápagos,0.51,pieces/m3,0.005-1,Medium,Plankton net,"University of Copenhagen, Denmark"
10262,26/07/2012,-16.5766,145.7434,Pacific Ocean,Coral Sea,Great Barrier Reef,0.023068,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10263,26/07/2012,-16.5617,145.753,Pacific Ocean,Coral Sea,Great Barrier Reef,0.063437,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10264,26/07/2012,-16.5429,145.7642,Pacific Ocean,Coral Sea,Great Barrier Reef,0.046136,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10265,27/07/2012,-15.0275,145.3907,Pacific Ocean,Coral Sea,Great Barrier Reef,0.027107,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10266,27/07/2012,-15.0086,145.3855,Pacific Ocean,Coral Sea,Great Barrier Reef,0.060851,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10267,27/07/2012,-14.9883,145.3802,Pacific Ocean,Coral Sea,Great Barrier Reef,0.159039,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10268,27/07/2012,-13.6551,144.0878,Pacific Ocean,Coral Sea,Great Barrier Reef,0.028222,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10269,27/07/2012,-13.6396,144.077,Pacific Ocean,Coral Sea,Great Barrier Reef,0.011252,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10270,27/07/2012,-13.6245,144.0655,Pacific Ocean,Coral Sea,Great Barrier Reef,0.021554,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10271,28/07/2012,-12.0293,143.2705,Pacific Ocean,Coral Sea,Great Barrier Reef,0.105342,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10272,28/07/2012,-12.015,143.2779,Pacific Ocean,Coral Sea,Great Barrier Reef,0.042218,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10273,28/07/2012,-11.9911,143.2855,Pacific Ocean,Coral Sea,Great Barrier Reef,0.077439,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10274,28/07/2012,-10.7482,142.3402,Pacific Ocean,Coral Sea,Great Barrier Reef,0.04632,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10275,28/07/2012,-10.7676,142.3095,Pacific Ocean,Coral Sea,Great Barrier Reef,0.005254,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10276,28/07/2012,-10.7793,142.2928,Pacific Ocean,Coral Sea,Great Barrier Reef,0.016261,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10277,29/07/2012,-12.2655,141.6291,Indian Ocean,Arafura Sea,Great Barrier Reef,0.0329,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10278,29/07/2012,-12.2778,141.6255,Indian Ocean,Arafura Sea,Great Barrier Reef,0.018353,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
10279,29/07/2012,-12.2945,141.6211,Indian Ocean,Arafura Sea,Great Barrier Reef,0.005306,pieces/m3,0.005-1,Medium,Manta net,University of Western Australia
12016,26/07/2012,-16.5692,145.7482,Pacific Ocean,Coral Sea,Great Barrier Reef,0.025709,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12017,26/07/2012,-16.5523,145.7586,Pacific Ocean,Coral Sea,Great Barrier Reef,0.051704,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12018,26/07/2012,-16.5347,145.7419,Pacific Ocean,Coral Sea,Great Barrier Reef,0.04902,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12019,27/07/2012,-15.0181,145.3881,Pacific Ocean,Coral Sea,Great Barrier Reef,0.028801,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12020,27/07/2012,-14.9985,145.3829,Pacific Ocean,Coral Sea,Great Barrier Reef,0.048489,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12021,27/07/2012,-14.9792,145.3785,Pacific Ocean,Coral Sea,Great Barrier Reef,0.150879,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12022,27/07/2012,-13.6473,144.0824,Pacific Ocean,Coral Sea,Great Barrier Reef,0.029982,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12023,27/07/2012,-13.632,144.0713,Pacific Ocean,Coral Sea,Great Barrier Reef,0.005979,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12024,27/07/2012,-13.6168,144.0593,Pacific Ocean,Coral Sea,Great Barrier Reef,0.022899,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12025,28/07/2012,-12.0222,143.2742,Pacific Ocean,Coral Sea,Great Barrier Reef,0.097981,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12026,28/07/2012,-12.0031,143.2817,Pacific Ocean,Coral Sea,Great Barrier Reef,0.035879,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12027,28/07/2012,-11.9875,143.2887,Pacific Ocean,Coral Sea,Great Barrier Reef,0.082257,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12028,28/07/2012,-10.7537,142.3313,Pacific Ocean,Coral Sea,Great Barrier Reef,0.043755,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12029,28/07/2012,-10.7735,142.3012,Pacific Ocean,Coral Sea,Great Barrier Reef,0.005581,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12030,28/07/2012,-10.7849,142.2847,Pacific Ocean,Coral Sea,Great Barrier Reef,0.011522,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12031,29/07/2012,-12.2716,141.6273,Indian Ocean,Arafura Sea,Great Barrier Reef,0.01748,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12032,29/07/2012,-12.2862,141.6233,Indian Ocean,Arafura Sea,Great Barrier Reef,0.006501,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
12033,29/07/2012,-12.3042,141.6185,Indian Ocean,Arafura Sea,Great Barrier Reef,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,5 Gyres Institute
13396,15/04/2017,-21.0632,149.2618,Pacific Ocean,Coral Sea,Great Barrier Reef,0.031064,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13397,25/04/2017,-18.9943,146.7488,Pacific Ocean,Coral Sea,Great Barrier Reef,0.0,pieces/m3,0-0.0005,Very Low,Manta net,"Oceaneye Association,  Switzerland"
13398,25/04/2017,-17.7783,146.3462,Pacific Ocean,Coral Sea,Great Barrier Reef,0.192901,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13399,28/04/2017,-16.9968,146.2177,Pacific Ocean,Coral Sea,Great Barrier Reef,0.196934,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13400,03/05/2017,-16.593,145.9435,Pacific Ocean,Coral Sea,Great Barrier Reef,0.693459,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13401,14/05/2017,-15.486,145.6257,Pacific Ocean,Coral Sea,Great Barrier Reef,0.295497,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13402,23/05/2017,-16.9322,146.194,Pacific Ocean,Coral Sea,Great Barrier Reef,0.350663,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13403,25/05/2017,-16.9278,145.984,Pacific Ocean,Coral Sea,Great Barrier Reef,0.016931,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13404,28/06/2017,-16.1672,145.8268,Pacific Ocean,Coral Sea,Great Barrier Reef,0.003852,pieces/m3,0.0005-0.005,Low,Manta net,"Oceaneye Association,  Switzerland"
13405,03/07/2017,-10.7295,150.3883,Pacific Ocean,Coral Sea,Great Barrier Reef,0.009309,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13406,16/07/2017,-9.5727,152.7847,Pacific Ocean,Solomon Sea,Great Barrier Reef,0.037082,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13409,16/08/2017,-9.232,159.7077,Pacific Ocean,Solomon Sea,Great Barrier Reef,0.044853,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
13410,02/09/2017,-9.3533,159.9237,Pacific Ocean,Solomon Sea,Great Barrier Reef,0.020419,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
21470,16/03/2020,-20.1968,148.9341,Pacific Ocean,Coral Sea,Great Barrier Reef,0.114059,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21471,17/03/2020,-20.2025,149.0102,Pacific Ocean,Coral Sea,Great Barrier Reef,0.08241,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21472,17/03/2020,-20.1745,148.9576,Pacific Ocean,Coral Sea,Great Barrier Reef,0.083135,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21473,17/03/2020,-20.1756,148.9078,Pacific Ocean,Coral Sea,Great Barrier Reef,0.044905,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21474,18/03/2020,-20.1519,148.9051,Pacific Ocean,Coral Sea,Great Barrier Reef,0.05612,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21475,19/03/2020,-20.2384,148.8917,Pacific Ocean,Coral Sea,Great Barrier Reef,0.07214,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21476,19/03/2020,-20.1416,148.8145,Pacific Ocean,Coral Sea,Great Barrier Reef,0.057093,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21477,19/03/2020,-20.1205,148.876,Pacific Ocean,Coral Sea,Great Barrier Reef,0.118492,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21478,20/03/2020,-20.1026,148.8581,Pacific Ocean,Coral Sea,Great Barrier Reef,0.035978,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21479,20/03/2020,-20.2345,148.7407,Pacific Ocean,Coral Sea,Great Barrier Reef,0.067601,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21480,22/03/2020,-20.1709,148.8286,Pacific Ocean,Coral Sea,Great Barrier Reef,0.026423,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21481,22/03/2020,-20.2514,148.9329,Pacific Ocean,Coral Sea,Great Barrier Reef,0.02781,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21482,23/03/2020,-20.2765,148.917,Pacific Ocean,Coral Sea,Great Barrier Reef,0.043204,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21483,23/03/2020,-20.2281,148.7833,Pacific Ocean,Coral Sea,Great Barrier Reef,0.034875,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21484,24/03/2020,-20.3456,148.8388,Pacific Ocean,Coral Sea,Great Barrier Reef,0.080216,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
21485,24/03/2020,-20.3401,148.8416,Pacific Ocean,Coral Sea,Great Barrier Reef,0.010693,pieces/m3,0.005-1,Medium,Manta net,"University of Newcastle, Australia"
9376,14/02/2015,10.0888,99.8253,Pacific Ocean,Gulf of Thailand,South China Sea,0.004000,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
9395,04/03/2015,7.1221,99.4243,Pacific Ocean,Malacca Strait,South China Sea,0.000000,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
9757,14/03/2016,3.5438,100.2277,Pacific Ocean,Malacca Strait,South China Sea,0.077000,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
9784,28/12/2015,1.745,110.493,Pacific Ocean,South China Sea,South China Sea,0.000000,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
9785,29/12/2015,1.81,110.325,Pacific Ocean,South China Sea,South China Sea,0.000000,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
9786,08/01/2016,1.2817,108.13,Pacific Ocean,South China Sea,South China Sea,0.003000,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
9787,10/01/2016,0.0928,107.473,Pacific Ocean,South China Sea,South China Sea,0.003000,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
9788,12/01/2016,0.0043,107.8617,Pacific Ocean,South China Sea,South China Sea,0.008000,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
9796,28/03/2016,-0.001,108.7017,Pacific Ocean,South China Sea,South China Sea,0.000000,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
9797,06/04/2016,3.81,112.9183,Pacific Ocean,South China Sea,South China Sea,0.000000,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
9810,26/04/2016,9.9233,116.3,Pacific Ocean,South China Sea,South China Sea,0.024000,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
9835,29/04/2016,14.228,118.822,Pacific Ocean,South China Sea,South China Sea,0.021000,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
10091,19/01/2018,19.3505,120.8961,Pacific Ocean,South China Sea,South China Sea,75.000.000,pieces/m3,10,Very High,Intake seawater pump,GEOMAR Helmholtz Centre for Ocean Research Kiel
10092,07/02/2018,21.5077,119.5477,Pacific Ocean,South China Sea,South China Sea,349.000.000,pieces/m3,10,Very High,Intake seawater pump,GEOMAR Helmholtz Centre for Ocean Research Kiel
11318,07/10/2018,14.4083,120.8462,Pacific Ocean,South China Sea,South China Sea,1.580.000.000,pieces/m3,10,Very High,Surface water intake,University of the Philippines Diliman
11319,10/11/2018,14.5937,120.9571,Pacific Ocean,South China Sea,South China Sea,3.405.000.000,pieces/m3,10,Very High,Surface water intake,University of the Philippines Diliman
11320,19/01/2019,14.6498,120.9487,Pacific Ocean,South China Sea,South China Sea,11.475.000.000,pieces/m3,10,Very High,Surface water intake,University of the Philippines Diliman
11321,23/01/2019,14.5023,120.9893,Pacific Ocean,South China Sea,South China Sea,5.015.000.000,pieces/m3,10,Very High,Surface water intake,University of the Philippines Diliman
11322,11/02/2019,14.7484,120.9105,Pacific Ocean,South China Sea,South China Sea,57.665.000.000,pieces/m3,10,Very High,Surface water intake,University of the Philippines Diliman
12228,24/09/2017,21.0236,119.9733,Pacific Ocean,South China Sea,South China Sea,0.007427,pieces/m3,0.005-1,Medium,Manta net,"Third Institute of Oceanography, Xiamen, China"
12229,24/09/2017,20.9969,119.4892,Pacific Ocean,South China Sea,South China Sea,0.063767,pieces/m3,0.005-1,Medium,Manta net,"Third Institute of Oceanography, Xiamen, China"
12230,24/09/2017,21.0083,118.9903,Pacific Ocean,South China Sea,South China Sea,0.096400,pieces/m3,0.005-1,Medium,Manta net,"Third Institute of Oceanography, Xiamen, China"
13016,08/08/2018,22.0992,113.8578,Pacific Ocean,South China Sea,South China Sea,1.052.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13017,08/08/2018,21.9909,113.8984,Pacific Ocean,South China Sea,South China Sea,1.001.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13018,08/08/2018,21.8549,113.9551,Pacific Ocean,South China Sea,South China Sea,1.104.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13019,10/08/2018,21.8542,113.7184,Pacific Ocean,South China Sea,South China Sea,1.489.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13020,10/08/2018,21.8192,113.1246,Pacific Ocean,South China Sea,South China Sea,667.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13021,10/08/2018,21.6951,113.1895,Pacific Ocean,South China Sea,South China Sea,898.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13022,10/08/2018,21.5606,113.2469,Pacific Ocean,South China Sea,South China Sea,1.001.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13023,10/08/2018,21.9191,113.3833,Pacific Ocean,South China Sea,South China Sea,539.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13024,10/08/2018,21.8254,113.4293,Pacific Ocean,South China Sea,South China Sea,719.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13025,10/08/2018,21.7489,113.4636,Pacific Ocean,South China Sea,South China Sea,667.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13026,09/08/2018,21.9929,113.5471,Pacific Ocean,South China Sea,South China Sea,719.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13027,09/08/2018,21.92,113.6889,Pacific Ocean,South China Sea,South China Sea,873.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13028,09/08/2018,21.9827,113.6507,Pacific Ocean,South China Sea,South China Sea,2.053.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13029,09/08/2018,22.0988,113.6529,Pacific Ocean,South China Sea,South China Sea,1.309.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13030,09/08/2018,21.9108,113.5875,Pacific Ocean,South China Sea,South China Sea,1.052.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13031,09/08/2018,21.8316,113.6262,Pacific Ocean,South China Sea,South China Sea,2.079.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13032,08/08/2018,22.1858,113.6999,Pacific Ocean,South China Sea,South China Sea,898.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13033,08/08/2018,22.0302,113.7624,Pacific Ocean,South China Sea,South China Sea,1.104.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13034,08/08/2018,21.9358,113.7912,Pacific Ocean,South China Sea,South China Sea,2.053.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13035,08/08/2018,21.8516,113.8142,Pacific Ocean,South China Sea,South China Sea,1.052.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13036,08/08/2018,21.7678,113.8562,Pacific Ocean,South China Sea,South China Sea,488.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13037,11/08/2018,21.5832,112.4874,Pacific Ocean,South China Sea,South China Sea,693.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13038,11/08/2018,21.4888,112.5312,Pacific Ocean,South China Sea,South China Sea,770.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13039,11/08/2018,21.3872,112.5668,Pacific Ocean,South China Sea,South China Sea,1.027.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13040,11/08/2018,21.7894,112.9684,Pacific Ocean,South China Sea,South China Sea,1.129.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13041,11/08/2018,21.6979,113.0085,Pacific Ocean,South China Sea,South China Sea,1.848.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13042,11/08/2018,21.5927,113.0515,Pacific Ocean,South China Sea,South China Sea,539.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13043,10/08/2018,21.8622,113.2817,Pacific Ocean,South China Sea,South China Sea,770.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13044,10/08/2018,21.7621,113.325,Pacific Ocean,South China Sea,South China Sea,1.078.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13045,10/08/2018,21.6587,113.3715,Pacific Ocean,South China Sea,South China Sea,565.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13046,07/08/2018,22.1359,113.936,Pacific Ocean,South China Sea,South China Sea,1.001.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13047,07/08/2018,22.087,113.961,Pacific Ocean,South China Sea,South China Sea,488.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13048,07/08/2018,21.9617,114.0214,Pacific Ocean,South China Sea,South China Sea,513.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13049,07/08/2018,22.1376,114.0313,Pacific Ocean,South China Sea,South China Sea,924.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13050,07/08/2018,22.0939,114.063,Pacific Ocean,South China Sea,South China Sea,1.027.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13051,07/08/2018,21.9854,114.104,Pacific Ocean,South China Sea,South China Sea,924.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13053,20/08/2018,22.0992,113.8578,Pacific Ocean,South China Sea,South China Sea,1.232.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13054,20/08/2018,21.9909,113.8984,Pacific Ocean,South China Sea,South China Sea,1.489.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13055,21/08/2018,21.8549,113.9551,Pacific Ocean,South China Sea,South China Sea,1.566.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13056,17/08/2018,21.8542,113.7184,Pacific Ocean,South China Sea,South China Sea,1.360.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13057,17/08/2018,21.8192,113.1246,Pacific Ocean,South China Sea,South China Sea,1.078.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13058,17/08/2018,21.6951,113.1895,Pacific Ocean,South China Sea,South China Sea,821.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13059,18/08/2018,21.5606,113.2469,Pacific Ocean,South China Sea,South China Sea,744.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13060,18/08/2018,21.9191,113.3833,Pacific Ocean,South China Sea,South China Sea,1.104.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13061,18/08/2018,21.8254,113.4293,Pacific Ocean,South China Sea,South China Sea,924.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13062,18/08/2018,21.7489,113.4636,Pacific Ocean,South China Sea,South China Sea,488.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13063,18/08/2018,21.9929,113.5471,Pacific Ocean,South China Sea,South China Sea,821.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13064,18/08/2018,21.92,113.6889,Pacific Ocean,South China Sea,South China Sea,847.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13065,19/08/2018,21.9827,113.6507,Pacific Ocean,South China Sea,South China Sea,2.233.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13066,19/08/2018,22.0988,113.6529,Pacific Ocean,South China Sea,South China Sea,1.668.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13067,19/08/2018,21.9108,113.5875,Pacific Ocean,South China Sea,South China Sea,950.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13068,19/08/2018,21.8316,113.6262,Pacific Ocean,South China Sea,South China Sea,924.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13069,19/08/2018,22.1858,113.6999,Pacific Ocean,South China Sea,South China Sea,1.027.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13070,20/08/2018,22.0302,113.7624,Pacific Ocean,South China Sea,South China Sea,796.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13071,20/08/2018,21.9358,113.7912,Pacific Ocean,South China Sea,South China Sea,847.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
13072,20/08/2018,21.8516,113.8142,Pacific Ocean,South China Sea,South China Sea,693.000.000,pieces/m3,10,Very High,Stainless steel bucket,City University of Hong Kong
